#iterations	mean Measure
70001	8.180405827094163E-4
70501	8.221931405406854E-4
71001	8.241244360002185E-4
71501	8.246885653610011E-4
72001	8.255533465468628E-4
72501	8.267076500531992E-4
73001	8.257883334239729E-4
73501	8.265418950958579E-4
74001	8.287480144292952E-4
74501	8.305688637465139E-4
75001	8.332572968355118E-4
75501	8.347233582049298E-4
76001	8.374716636312048E-4
76501	8.398971510437859E-4
77001	8.417105664367227E-4
77501	8.432267196503977E-4
78001	8.476549242198615E-4
78501	8.51982707959315E-4
79001	8.538216542562114E-4
79501	8.553053627464751E-4
79501	8.553053627464751E-4
80001	8.57342110672857E-4
80501	8.579113476809602E-4
81001	8.601812135725014E-4
81501	8.612454130017388E-4
82001	8.632410441270781E-4
82501	8.65256130151642E-4
83001	8.667203713235187E-4
83501	8.676395186868096E-4
84001	8.699212201258005E-4
84001	8.699212201258005E-4
84001	8.699212201258005E-4
84001	8.699212201258005E-4
84501	8.722619552205765E-4
85001	8.736011622399125E-4
85501	8.758444147631898E-4
86001	8.798309807361063E-4
86501	8.810880508315796E-4
87001	8.835148909142329E-4
87501	8.84822321585983E-4
88001	8.8702143072697E-4
88501	8.892432983854901E-4
89001	8.903387782963187E-4
89001	8.903387782963187E-4
89501	8.919079899945705E-4
90001	8.940374243726026E-4
90501	8.962157980528581E-4
91001	8.98024093385946E-4
91501	9.007440739802836E-4
92001	9.035132939483212E-4
92501	9.063789036556742E-4
93001	9.091086185775051E-4
93501	9.136522566676372E-4
93501	9.136522566676372E-4
94001	9.188206230798405E-4
94001	9.188206230798405E-4
94501	9.220316474712238E-4
95001	9.251338560025419E-4
95501	9.281609225612256E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96001	9.322817175401463E-4
96501	9.379366608703786E-4
97001	9.416178879957538E-4
97501	9.476393789683744E-4
97501	9.476393789683744E-4
98001	9.515396510063901E-4
98501	9.574088699107131E-4
99001	9.629009673210682E-4
99501	9.686363648233259E-4
